time	cosine_lexical_tok2	cosine_lexical_tok3	condition_info	cosine_lexical_lem3	cosine_syntax_penn_tok3	cosine_syntax_penn_tok2	cosine_syntax_penn_lex2	cosine_syntax_penn_lex3	cosine_semanticL	partner_direction	cosine_lexical_lem2
1	0.0461880215352	0.0	24_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999398153992	1>0.0	0.0911684611677
2	0.0	0.0	24_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999875271592	0>1.0	0.0534522483825
3	0.111924370205	0.0284440061994	24_1-1-3.txt	0.0284440061994	0.0	0.0	0.0	0.0	0.99988998479	1>0.0	0.146844619643
4	0.0597785124824	0.0	24_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999917537219	0>1.0	0.0696545190319
5	0.0	0.0	24_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999176607425	1>0.0	0.0
6	0.190308443909	0.115214305896	24_1-1-3.txt	0.152277397525	0.0	0.0	0.0	0.0	0.999442290712	0>1.0	0.220479275922
7	0.0866702780035	0.0	24_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.99898082558	1>0.0	0.0860662965824
8	0.104713477073	0.0	24_1-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998888227315	0>1.0	0.104713477073
0	0.244948974278	0.0	36_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999597684322	0>1.0	0.244948974278
1	0.0	0.0	36_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.998481281313	1>0.0	0.0
2	0.0	0.0	36_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.998991882193	0>1.0	0.0
3	0.096617563628	0.0183764857918	36_1-0-3.txt	0.0183764857918	0.0	0.0	0.0	0.0	0.999805234578	1>0.0	0.0946914388466
4	0.157154639273	0.101764370263	36_1-0-3.txt	0.101764370263	0.0	0.0	0.0	0.0	0.999418411144	0>1.0	0.157154639273
5	0.166666666667	0.0	36_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.99879501214	1>0.0	0.166666666667
6	0.0883883476483	0.0	36_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999663901058	0>1.0	0.116051770637
7	0.0871857290579	0.00882952727844	36_1-0-3.txt	0.0260810408885	0.0	0.0	0.0	0.0	0.999336881736	1>0.0	0.165144564769
8	0.00982471864865	0.0	36_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.99850177694	0>1.0	0.0472455591262
9	0.0325300024316	0.0	36_1-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999097674842	1>0.0	0.0325300024316
10	0.101962548387	0.0143576830751	36_1-0-3.txt	0.014214817003	0.0	0.0	0.0	0.0	0.999904164626	0>1.0	0.109985336266
11	0.0763150456659	0.0194321345776	36_1-0-3.txt	0.0384775503893	0.0	0.0	0.0	0.0	0.999882038622	1>0.0	0.0945145622716
12	0.0960276599497	0.0381021506771	36_1-0-3.txt	0.0381021506771	0.0	0.0	0.0	0.0	0.999767218764	0>1.0	0.151532546056
13	0.125	0.0496559281816	36_1-0-3.txt	0.06110752775	0.0	0.0	0.0	0.0	0.999420588161	1>0.0	0.170718529921
14	0.118341157801	0.0129261122388	36_1-0-3.txt	0.0127256952595	0.0	0.0	0.0	0.0	0.999880462037	0>1.0	0.137954816993
15	0.100843896818	0.0100125234864	36_1-0-3.txt	0.0100125234864	0.0	0.0	0.0	0.0	0.99957215949	1>0.0	0.134458529091
16	0.0460287308949	0.0251976315339	36_1-0-3.txt	0.0251976315339	0.0	0.0	0.0	0.0	0.999317215122	0>1.0	0.0460287308949
0	0.0	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.994758818046	1>0.0	0.0
1	0.0	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999727996027	0>1.0	0.0
2	0.0542326144547	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999178088441	1>0.0	0.0542326144547
3	0.0845154254729	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999789872615	0>1.0	0.0845154254729
4	0.0226688026723	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999732974388	1>0.0	0.0226688026723
5	0.0561024243183	0.0193293111074	40_1-1-2.txt	0.0193293111074	0.0	0.0	0.0	0.0	0.999020483791	0>1.0	0.0794401717079
6	0.0	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.998793164602	1>0.0	0.0
7	0.051987524491	0.0371390676354	40_1-1-2.txt	0.0367731565676	0.0	0.0	0.0	0.0	0.999490882279	0>1.0	0.0494535355047
8	0.0	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.998780273357	1>0.0	0.0
9	0.0	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.996289700618	0>1.0	0.0
10	0.239045721867	0.138675049056	40_1-1-2.txt	0.138675049056	0.0	0.0	0.0	0.0	0.99686342398	1>0.0	0.239045721867
11	0.110940039245	0.0645497224368	40_1-1-2.txt	0.0645497224368	0.0	0.0	0.0	0.0	0.999148825488	0>1.0	0.110940039245
12	0.0793328828022	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.99930341972	1>0.0	0.0793328828022
13	0.0402911482013	0.0	40_1-1-2.txt	0.0219317231653	0.0	0.0	0.0	0.0	0.999632244034	0>1.0	0.0785068671979
14	0.0236227795631	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.998212210974	1>0.0	0.0920574617898
15	0.0589255650989	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999110519145	0>1.0	0.0883883476483
16	0.163430112615	0.139009609371	40_1-1-2.txt	0.139009609371	0.0	0.0	0.0	0.0	0.999882290967	1>0.0	0.196116135138
17	0.0	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999614371654	0>1.0	0.0
18	0.231248645031	0.10744306187	40_1-1-2.txt	0.10744306187	0.0	0.0	0.0	0.0	0.999090390288	1>0.0	0.272586510255
19	0.0	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999060092409	0>1.0	0.0
20	0.0	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999583569885	1>0.0	0.0
21	0.0	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.998890796182	0>1.0	0.0
22	0.0	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.99797093871	1>0.0	0.0
23	0.111803398875	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999394008189	0>1.0	0.108465228909
24	0.0	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999549199794	1>0.0	0.0
25	0.0	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999340930297	0>1.0	0.0
26	0.0	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999383083641	1>0.0	0.0
27	0.0	0.0	40_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.996906615426	0>1.0	0.0
0	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997333050363	0>1.0	0.0
1	0.230940107676	0.144337567297	8_1-0-2.txt	0.144337567297	0.0	0.0	0.0	0.0	0.999099095911	1>0.0	0.230940107676
2	0.0417028828114	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998377199633	0>1.0	0.0417028828114
3	0.0222277112237	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999794622227	1>0.0	0.0219793491132
4	0.0442157688285	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999828773334	0>1.0	0.0437217223856
5	0.0657168367047	0.0107770134352	8_1-0-2.txt	0.0107770134352	0.0	0.0	0.0	0.0	0.999584664079	1>0.0	0.0657168367047
6	0.0112295772312	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999901621854	0>1.0	0.0221214035768
7	0.0344010458077	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999524597283	1>0.0	0.0338837073786
8	0.0980580675691	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998853160395	0>1.0	0.0980580675691
9	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999763458485	1>0.0	0.0
10	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.9988182096	0>1.0	0.0
11	0.0542326144547	0.0296695414548	8_1-0-2.txt	0.0296695414548	0.0	0.0	0.0	0.0	0.999857722112	1>0.0	0.0542326144547
12	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999162928909	0>1.0	0.0
13	0.0292853706329	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998967867854	1>0.0	0.0287479787288
14	0.0614295116834	0.0361550763031	8_1-0-2.txt	0.0361550763031	0.0	0.0	0.0	0.0	0.999652494953	0>1.0	0.0904534033733
15	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998104113147	1>0.0	0.0
16	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997983919041	0>1.0	0.0
17	0.2	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997956125826	1>0.0	0.2
18	0.0587220219515	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999129952512	0>1.0	0.0587220219515
19	0.0250391542918	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999907118085	1>0.0	0.0250391542918
20	0.110096376513	0.0659380473396	8_1-0-2.txt	0.0659380473396	0.0	0.0	0.0	0.0	0.998802679074	0>1.0	0.110096376513
21	0.060858061945	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999028928661	1>0.0	0.0595491334175
22	0.1490711985	0.109108945118	8_1-0-2.txt	0.109108945118	0.0	0.0	0.0	0.0	0.999430016325	0>1.0	0.194486655331
23	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999263738551	1>0.0	0.0453609211627
24	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999538625192	0>1.0	0.0
25	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998605214181	1>0.0	0.0
26	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999102269354	0>1.0	0.0
27	0.0421169315143	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999457130907	1>0.0	0.0631753972714
28	0.0246182981959	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998744705435	0>1.0	0.0738548945876
29	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999487410075	1>0.0	0.0
30	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999469412274	0>1.0	0.0
31	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998858012215	1>0.0	0.0
32	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999507092764	0>1.0	0.0
33	0.0349428278907	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999541619844	1>0.0	0.0341992784028
34	0.0605227532669	0.0363096621066	8_1-0-2.txt	0.0349215147885	0.0	0.0	0.0	0.0	0.997916662251	0>1.0	0.0592348877759
35	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999820445295	1>0.0	0.0
36	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998970369822	0>1.0	0.0
37	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999310275468	1>0.0	0.0
38	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.986985685138	0>1.0	0.0
39	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0		1>0.0	0.0
40	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0		0>1.0	0.0
41	0.0	0.0	8_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.987589510931	1>0.0	0.0
0	0.0	0.0	4_2-0-2.txt	0.707106781187	0.0	0.0	0.0	0.0	1.0	1>0.0	0.816496580928
1	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997213873213	0>1.0	0.0
2	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999784973707	1>0.0	0.0
3	0.187642083918	0.0249319197336	4_2-0-2.txt	0.0249319197336	0.0	0.0	0.0	0.0	0.999741133684	0>1.0	0.222699667042
4	0.125656172488	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999516712651	1>0.0	0.125656172488
5	0.133333333333	0.0790569415042	4_2-0-2.txt	0.0790569415042	0.0	0.0	0.0	0.0	0.999276115926	0>1.0	0.133333333333
6	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999435170901	1>0.0	0.0
7	0.0726752374667	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999640069519	0>1.0	0.139648219235
8	0.0890086243645	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999598695908	1>0.0	0.0890086243645
9	0.0221839127354	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999360901413	0>1.0	0.0440225453163
10	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999304527523	1>0.0	0.0
11	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998616898283	0>1.0	0.0
12	0.035805743702	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999817770838	1>0.0	0.035805743702
13	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999529301629	0>1.0	0.0
14	0.0355334527259	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998476079081	1>0.0	0.0345032779671
15	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998798713231	0>1.0	0.0
16	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999833977379	1>0.0	0.0
17	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999621277682	0>1.0	0.0
18	0.150755672289	0.106904496765	4_2-0-2.txt	0.106904496765	0.0	0.0	0.0	0.0	0.9998970301	1>0.0	0.150755672289
19	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.99830611435	0>1.0	0.0
20	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.996710759599	1>0.0	0.0
21	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.995713278104	0>1.0	0.0
22	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998940904587	1>0.0	0.0
23	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998259598886	0>1.0	0.0
24	0.0877058019307	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998957508012	1>0.0	0.0877058019307
25	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999786776003	0>1.0	0.0
26	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999809070982	1>0.0	0.0
27	0.0629940788349	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.99792343611	0>1.0	0.0629940788349
28	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.996784323266	1>0.0	0.0
29	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.996544015449	0>1.0	0.0
30	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999108918027	1>0.0	0.0
31	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999073026192	0>1.0	0.0
32	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.994852063567	1>0.0	0.0
33	0.0903507902905	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999413170985	0>1.0	0.0903507902905
34	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999471958066	1>0.0	0.0
35	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999722604134	0>1.0	0.0
36	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998815525538	1>0.0	0.0
37	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998520674056	0>1.0	0.0
38	0.208012573584	0.07453559925	4_2-0-2.txt	0.07453559925	0.0	0.0	0.0	0.0	0.999722914244	1>0.0	0.208012573584
39	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997901053964	0>1.0	0.0
40	0.113227703414	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999571529661	1>0.0	0.113227703414
41	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999201049725	0>1.0	0.0
42	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.994989756981	1>0.0	0.0
43	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998212914424	0>1.0	0.0
44	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997113800993	1>0.0	0.0
45	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997620427425	0>1.0	0.037037037037
46	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998017119016	1>0.0	0.0
47	0.0980580675691	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999624630006	0>1.0	0.0980580675691
48	0.0	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997713135861	1>0.0	0.0
49	0.0700140042014	0.0	4_2-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999618267449	0>1.0	0.0700140042014
0	0.0	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.99937425719	1>0.0	0.0
1	0.0475248456522	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998890217924	0>1.0	0.0712872684783
2	0.0	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.997447305184	1>0.0	0.0
3	0.0210258566766	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.99947821084	0>1.0	0.0309492230295
4	0.0122572584461	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999014263367	1>0.0	0.0116690007002
5	0.0686026624936	0.0316623793431	5_2-1-3.txt	0.0158311896715	0.0	0.0	0.0	0.0	0.99941083542	0>1.0	0.0394600231323
6	0.0712244569796	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.99890134362	1>0.0	0.0703815343078
7	0.0	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.995986689752	0>1.0	0.0
8	0.0	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.997680363386	1>0.0	0.0
9	0.0	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999592805409	0>1.0	0.0
10	0.0	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.997097139608	1>0.0	0.0
11	0.0	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.998308711109	0>1.0	0.0
12	0.0	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.9989252857	1>0.0	0.0
13	0.0595238095238	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999861335295	0>1.0	0.0930484210398
14	0.0	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999770296809	1>0.0	0.0
15	0.0	0.0	5_2-1-3.txt	0.0	0.0	0.0	0.0	0.0	0.999656116353	0>1.0	0.0
0	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.99982981756	0>1.0	0.0
1	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997674610716	1>0.0	0.0
2	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998241396459	0>1.0	0.0
3	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997933591913	1>0.0	0.0
4	0.0759737176398	0.0421075960533	41_1-0-2.txt	0.0421075960533	0.0	0.0	0.0	0.0	0.99981963232	0>1.0	0.0752177414445
5	0.0635641726164	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999349221001	1>0.0	0.0629316775528
6	0.0645497224368	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998915074999	0>1.0	0.129099444874
7	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999014134306	1>0.0	0.0721687836487
8	0.0	0.0	41_1-0-2.txt	0.142857142857	0.0	0.0	0.0	0.0	0.999526192722	0>1.0	0.25
9	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999795084413	1>0.0	0.0
10	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998573716659	0>1.0	0.0
11	0.068041381744	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999466150042	1>0.0	0.068041381744
12	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999101715069	0>1.0	0.0
13	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0		1>0.0	0.0
14	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0		0>1.0	0.0
15	0.07453559925	0.0	41_1-0-2.txt	0.0805822964025	0.0	0.0	0.0	0.0	0.999300698395	1>0.0	0.1490711985
16	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997115549019	0>1.0	0.0
17	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.99967781076	1>0.0	0.0
18	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998983671248	0>1.0	0.0
19	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998758878084	1>0.0	0.0
20	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.994031792415	0>1.0	0.0
21	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.99722868128	1>0.0	0.0
22	0.111455642515	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999821148252	0>1.0	0.111455642515
23	0.0676510091492	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.99910704058	1>0.0	0.101476513724
24	0.0699711428541	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997861920016	0>1.0	0.0699711428541
25	0.109558207133	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998923309026	1>0.0	0.212372749281
26	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.99528407611	0>1.0	0.0
27	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.995282716297	1>0.0	0.0
28	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999160115592	0>1.0	0.0
29	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0		1>0.0	0.0
30	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0		0>1.0	0.0
31	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.998269027493	1>0.0	0.0
32	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.999773873696	0>1.0	0.0
33	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.99816191014	1>0.0	0.0
34	0.0	0.0	41_1-0-2.txt	0.0	0.0	0.0	0.0	0.0	0.997327343736	0>1.0	0.0
0	0.138936543338	0.0220339695152	37_1-1-2.txt	0.0217532705442	0.0	0.0	0.0	0.0	0.999938444263	0>1.0	0.130836067997
1	0.174347418485	0.0558145572186	37_1-1-2.txt	0.0558145572186	0.0	0.0	0.0	0.0	0.999750366895	1>0.0	0.174347418485
2	0.0951302988309	0.0	37_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999630373799	0>1.0	0.0951302988309
3	0.034129494057	0.0187712763945	37_1-1-2.txt	0.0187712763945	0.0	0.0	0.0	0.0	0.999365145502	1>0.0	0.0331587880154
4	0.0446784887689	0.0	37_1-1-2.txt	0.0105234011235	0.0	0.0	0.0	0.0	0.999543864758	0>1.0	0.0688989852438
5	0.052583048205	0.0	37_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.999840757731	1>0.0	0.167612151718
6	0.0563436169819	0.0	37_1-1-2.txt	0.0	0.0	0.0	0.0	0.0	0.998352262629	0>1.0	0.126729270872
7	0.161514570617	0.0851256530759	37_1-1-2.txt	0.0851256530759	0.0	0.0	0.0	0.0	0.996736644303	1>0.0	0.160128153805
8	0.111597233479	0.0403156985122	37_1-1-2.txt	0.0403156985122	0.0	0.0	0.0	0.0	0.999559700612	0>1.0	0.110639299591
9	0.110109996402	0.018269602381	37_1-1-2.txt	0.018269602381	0.0	0.0	0.0	0.0	0.999882617452	1>0.0	0.122319297415
10	0.168037644649	0.0949671470497	37_1-1-2.txt	0.13295400587	0.0	0.0	0.0	0.0	0.999885318379	0>1.0	0.208185639284
0	0.114236785409	0.049852220257	16_2-0-3.txt	0.049852220257	0.0	0.0	0.0	0.0	0.998644592092	0>1.0	0.143516164418
1	0.0362738125055	0.0	16_2-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999026608239	1>0.0	0.035805743702
2	0.040674460841	0.0	16_2-0-3.txt	0.0143576830751	0.0	0.0	0.0	0.0	0.999801306709	0>1.0	0.0534522483825
3	0.0916698497028	0.0	16_2-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999356185361	1>0.0	0.135526185436
4	0.0	0.0	16_2-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999060767482	0>1.0	0.0
5	0.0678844233302	0.0	16_2-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999582463137	1>0.0	0.0662993544132
6	0.142320285855	0.00995332877559	16_2-0-3.txt	0.00995332877559	0.0	0.0	0.0	0.0	0.999689707047	0>1.0	0.13487782231
7	0.094124161067	0.0560331814681	16_2-0-3.txt	0.0560331814681	0.0	0.0	0.0	0.0	0.999535231434	1>0.0	0.0913346754555
8	0.0	0.0	16_2-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999403812774	0>1.0	0.0
9	0.0	0.0	16_2-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999680428392	1>0.0	0.0
10	0.081368069363	0.017527682735	16_2-0-3.txt	0.017527682735	0.0	0.0	0.0	0.0	0.999819629837	0>1.0	0.081368069363
11	0.232031214595	0.0791559483577	16_2-0-3.txt	0.0791559483577	0.0	0.0	0.0	0.0	0.999669402986	1>0.0	0.244921837628
12	0.0202113020864	0.0	16_2-0-3.txt	0.0	0.0	0.0	0.0	0.0	0.999791064418	0>1.0	0.0206460034754
